Date,Season,HomeTeam,AwayTeam,Attendance,Miami_Home,Post_Messi,Interaction,Miami_Away,Away_Interaction
2023-10-07,2023,Houston Dynamo,Colorado Rapids,16430,0,1,0,0,0
2023-10-07,2023,Minnesota Utd,LA Galaxy,19693,0,1,0,0,0
2023-10-07,2023,Real Salt Lake,Sporting KC,21205,0,1,0,0,0
2023-10-14,2023,FC Dallas,Colorado Rapids,16014,0,1,0,0,0
2023-10-14,2023,Nashville SC,NE Revolution,27780,0,1,0,0,0
2023-10-14,2023,LA Galaxy,Real Salt Lake,20673,0,1,0,0,0
2023-10-18,2023,Inter Miami,Charlotte,19615,1,1,1,0,0
2023-10-21,2023,Nashville SC,NY Red Bulls,27875,0,1,0,0,0
2023-10-21,2023,Toronto FC,Orlando City,27556,0,1,0,0,0
2023-10-21,2023,NE Revolution,Philadelphia Union,41355,0,1,0,0,0
2023-10-21,2023,FC Cincinnati,Atlanta Utd,25513,0,1,0,0,0
2023-10-21,2023,Charlotte,Inter Miami,66101,0,1,0,1,1
2023-10-21,2023,NYCFC,Chicago Fire,23260,0,1,0,0,0
2023-10-21,2023,Columbus Crew,CF Montr챕al,20526,0,1,0,0,0
2023-10-21,2023,Vancouver W'caps,LAFC,25146,0,1,0,0,0
2023-10-21,2023,SJ Earthquakes,Austin FC,18000,0,1,0,0,0
2023-10-21,2023,LA Galaxy,FC Dallas,22491,0,1,0,0,0
2023-10-21,2023,Portland Timbers,Houston Dynamo,25218,0,1,0,0,0
2023-10-21,2023,Colorado Rapids,Real Salt Lake,17538,0,1,0,0,0
2023-10-21,2023,St. Louis City,Seattle Sounders,22423,0,1,0,0,0
2023-10-21,2023,Sporting KC,Minnesota Utd,20479,0,1,0,0,0
2023-10-25,2023,NY Red Bulls,Charlotte,16074,0,1,0,0,0
2023-10-25,2023,Sporting KC,SJ Earthquakes,17437,0,1,0,0,0
2023-10-28,2023,Philadelphia Union,NE Revolution,19778,0,1,0,0,0
2023-10-29,2023,Houston Dynamo,Real Salt Lake,17508,0,1,0,0,0
2023-10-28,2023,LAFC,Vancouver W'caps,22002,0,1,0,0,0
2023-10-30,2023,Orlando City,Nashville SC,19744,0,1,0,0,0
2023-10-29,2023,FC Cincinnati,NY Red Bulls,24022,0,1,0,0,0
2023-10-29,2023,St. Louis City,Sporting KC,22423,0,1,0,0,0
2023-10-30,2023,Seattle Sounders,FC Dallas,30741,0,1,0,0,0
2023-11-01,2023,Columbus Crew,Atlanta Utd,20176,0,1,0,0,0
2023-11-04,2023,NY Red Bulls,FC Cincinnati,20044,0,1,0,0,0
2023-11-05,2023,Sporting KC,St. Louis City,21650,0,1,0,0,0
2023-11-04,2023,FC Dallas,Seattle Sounders,19096,0,1,0,0,0
2023-11-05,2023,Vancouver W'caps,LAFC,30204,0,1,0,0,0
2023-11-06,2023,Real Salt Lake,Houston Dynamo,20251,0,1,0,0,0
2023-11-07,2023,Atlanta Utd,Columbus Crew,41850,0,1,0,0,0
2023-11-07,2023,Nashville SC,Orlando City,25315,0,1,0,0,0
2023-11-08,2023,NE Revolution,Philadelphia Union,15214,0,1,0,0,0
2023-11-11,2023,Houston Dynamo,Real Salt Lake,16374,0,1,0,0,0
2023-11-10,2023,Seattle Sounders,FC Dallas,33048,0,1,0,0,0
2023-11-12,2023,Columbus Crew,Atlanta Utd,20182,0,1,0,0,0
2023-11-25,2023,Orlando City,Columbus Crew,25527,0,1,0,0,0
2023-11-25,2023,FC Cincinnati,Philadelphia Union,25513,0,1,0,0,0
2023-11-26,2023,Houston Dynamo,Sporting KC,20319,0,1,0,0,0
2023-11-26,2023,Seattle Sounders,LAFC,33649,0,1,0,0,0
2023-12-02,2023,FC Cincinnati,Columbus Crew,25513,0,1,0,0,0
2023-12-02,2023,LAFC,Houston Dynamo,22221,0,1,0,0,0
2023-12-09,2023,Columbus Crew,LAFC,20802,0,1,0,0,0
